Возраст;Позиции;Имя;Зарплата;Сумма трансфера;Ликвидность;Характер;Физ;Псих;Тех;ОВР;Вратарь;Вратарь (Зщ);Вратарь-чистильщик (Зщ);Вратарь-чистильщик (По);Вратарь-чистильщик (Ат);ЦЗ;КЗ;ОП;ЦП;КП;АП;АКП;ЦН
30;З (Ц), ОП, П (Ц);Declan Rice;€13,344,000 в год;€94млн. - €115млн.;;Сознательный;;;14;;;30.8;53.6;55.1;55.8;;;;;;;;
32;З (Ц);Luiz Felipe;€10,983,000 в год;€36млн. - €42млн.;;Тверд в решениях;;;13;;;23.8;43.2;44.5;45.6;;;;;;;;
32;З/КЗ/П/АП (Л);Guilherme Arana;€4,172,000 в год;Не продается;;Сдержанный;;;14;;;24.4;43.8;45.0;46.1;;;;;;;;
29;З (ПЛЦ), КЗ (П);Boško Šutalo;€7,014,000 в год;€41млн. - €60млн.;;Достаточно настойчивый;;;14;;;23.8;44.1;45.6;46.8;;;;;;;;
28;ОП, П/АП (ЛЦ);Curtis Jones;€5,225,000 в год;€43млн. - €63млн.;;Тверд в решениях;;;15;;;26.2;47.6;49.0;49.4;;;;;;;;
29;АП (ЛЦ), НП (Ц);Darwin Núñez;€7,558,000 в год;€58млн. - €82млн.;;Достаточно настойчивый;;;13;;;22.6;42.8;44.2;44.6;;;;;;;;
31;НП (Ц);Tammy Abraham;€8,272,000 в год;Не продается;;Легкомысленный;;;15;;;21.5;41.3;42.7;43.8;;;;;;;;
35;НП (Ц);Andrea Belotti;€3,196,000 в год;€600тыс. - €8.2млн.;;Напористый;;;12;;;21.2;40.5;42.0;42.4;;;;;;;;
26;НП (Ц);Fábio Silva;€9,383,000 в год;€111млн. - €163млн.;;Достаточно профессионален;;;16;;;23.0;44.8;46.2;47.0;;;;;;;;
30;З/КЗ (П), ОП, П (ПЦ);Trent Alexander-Arnold;€14,467,000 в год;€51млн. - €74млн.;;Профессионал;;;18;;;28.8;53.5;55.3;56.4;;;;;;;;
29;П/АП (ПЛЦ);Sofiane Diop;€19,570,000 в год;€73млн. - €90млн.;;Тверд в решениях;;;16;;;23.6;44.4;45.7;46.8;;;;;;;;
22;АП (ПЛ), НП (Ц);Endrick;€12,750,000 в год;€218млн. - €240млн.;;Энергичный;;;15;;;24.6;46.0;47.4;48.6;;;;;;;;
33;З (Ц), ОП;Gianluca Mancini;€7,440,000 в год;€5.2млн.;;Профессионал;;;12;;;24.8;44.4;45.8;46.6;;;;;;;;
33;З (ПЛЦ), КЗ (Л);Lucas Hernández;€10,074,000 в год;€22млн. - €26млн.;;Напористый;;;13;;;24.5;42.1;43.5;44.3;;;;;;;;
34;П (ПЛ), АП (ПЛЦ);Lucas Ocampos;€5,700,000 в год;€21млн. - €31млн.;;Достаточно настойчивый;;;15;;;19.5;38.1;39.3;40.4;;;;;;;;
33;З/КЗ (Л), П/АП (ПЛЦ);Thomas Lemar;€15,016,000 в год;€26млн. - €30млн.;;Сознательный;;;17;;;23.8;45.7;47.1;48.2;;;;;;;;
32;З (Ц), ОП, П (Ц);Frenkie de Jong;€17,617,000 в год;Не продается;;Сознательный;;;16;;;27.5;52.5;54.0;54.7;;;;;;;;
32;З (Ц), ОП, П (Ц);Mikel Merino;€7,548,000 в год;€151млн.;;Тверд в решениях;;;16;;;27.1;47.6;48.7;49.5;;;;;;;;
25;ОП, П/АП (Ц);Carlos Baleba;€2,911,000 в год;€37млн. - €45млн.;;Достаточно настойчивый;;;16;;;22.7;45.0;46.4;47.5;;;;;;;;
34;ОП, П/АП (Ц);Sergej Milinković-Savić;€9,189,000 в год;€28млн.;;Тверд в решениях;;;16;;;23.4;44.8;45.8;46.2;;;;;;;;
32;АП (ПЛЦ), НП (Ц);Gabriel Jesus;€14,505,000 в год;€50млн. - €73млн.;;Сдержанный;;;16;;;26.9;48.9;50.1;51.2;;;;;;;;
34;ОП, П (ЛЦ);Adrien Rabiot;€3,218,000 в год;€10млн.;;Сдержанный;;;16;;;24.1;45.0;46.3;46.7;;;;;;;;
33;З/КЗ (П), ОП, П (ПЛЦ);Nahitan Nández;€4,814,000 в год;€4.7млн.;;Идеалист;;;13;;;25.0;42.3;43.3;44.0;;;;;;;;
36;В;Walter Benítez;€2,767,000 в год;Не продается;;Энергичный;;;10;;;72.7;88.9;90.8;93.1;;;;;;;;
27;ОП, П/АП (Ц);Ryan Gravenberch;€10,549,000 в год;€62млн. - €73млн.;;Энергичный;;;16;;;26.2;47.9;49.4;50.5;;;;;;;;
30;П (ЛЦ), АП (ПЛ), НП (Ц);Cody Gakpo;€11,257,000 в год;€55млн. - €65млн.;;Энергичный;;;16;;;21.2;42.4;43.9;44.2;;;;;;;;
29;З (ПЛЦ), КЗ (ПЛ), ОП, П (Ц);Josip Stanišić;€4,037,000 в год;€38млн. - €45млн.;;Достаточно настойчивый;;;12;;;22.7;41.0;42.2;42.9;;;;;;;;
30;ОП, П (Ц);Martín Zubimendi;€8,939,000 в год;€149млн. - €177млн.;;Достаточно лояльный;;;15;;;27.2;48.8;50.0;51.5;;;;;;;;
26;З (ПЦ);Andrea Papetti;€4,226,000 в год;€20млн. - €29млн.;;Тверд в решениях;;;13;;;26.1;45.2;46.6;47.7;;;;;;;;
34;З (ПЛ), КЗ (Л);Ferland Mendy;€7,186,000 в год;€6.6млн. - €8.2млн.;;Достаточно настойчивый;;;13;;;25.4;43.6;44.8;45.2;;;;;;;;
30;З (ПЛ), КЗ/П (П);Diogo Dalot;€11,057,000 в год;€71млн. - €84млн.;;Достаточно профессионален;;;14;;;24.8;44.5;45.8;46.9;;;;;;;;
29;АП (ПЛЦ), НП (Ц);Alexander Isak;€13,816,000 в год;€82млн. - €115млн.;;Достаточно амбициозный;;;17;;;25.1;46.7;48.2;48.6;;;;;;;;
26;П/АП (ПЛЦ);Giannis Konstantelias;€10,234,000 в год;€75млн. - €111млн.;;Достаточно амбициозный;;;17;;;24.6;47.9;49.2;49.6;;;;;;;;
25;П (П), АП (ПЛЦ), НП (Ц);Ernest Poku;€5,520,000 в год;€45млн. - €56млн.;;Сдержанный;;;14;;;21.5;41.1;42.4;42.8;;;;;;;;
31;П (Л), АП (ПЛ), НП (Ц);Marcus Rashford;€9,581,000 в год;Не продается;;Энергичный;;;16;;;22.1;42.9;44.3;44.7;;;;;;;;
22;З/КЗ (П), ОП;Moustapha Cissé;€2,514,000 в год;€68млн. - €84млн.;;Энергичный;;;13;;;24.6;44.8;45.9;46.3;;;;;;;;
32;ОП, П (Ц), АП (Л);Franck Kessié;€15,515,000 в год;€5млн. - €7.4млн.;;Достаточно настойчивый;;;12;;;27.0;45.9;47.3;47.6;;;;;;;;
30;НП (Ц);Patson Daka;€8,088,000 в год;€64млн.;;Достаточно настойчивый;;;15;;;27.8;48.3;49.6;50.0;;;;;;;;
23;П (П), АП (ПЦ), НП (Ц);Roony Bardghji;€6,087,000 в год;€34млн. - €50млн.;;Легкомысленный;;;15;;;19.5;40.2;41.7;42.4;;;;;;;;
29;З (ЛЦ), КЗ/П (Л);Owen Wijndal;€9,512,000 в год;€51млн. - €74млн.;;Амбициозный;;;14;;;26.0;46.2;47.6;48.3;;;;;;;;
28;З (Ц);Nehuén Pérez;€3,849,000 в год;€25млн. - €37млн.;;Энергичный;;;12;;;27.8;46.6;47.9;48.3;;;;;;;;
27;АП (ПЛ), НП (Ц);Ali Akman;€9,127,000 в год;€155млн. - €233млн.;;Достаточно профессионален;;;16;;;24.7;46.0;47.6;47.9;;;;;;;;
36;ОП, П (ЛЦ), АП (Ц);Davy Klaassen;€2,898,000 в год;€3.1млн. - €6млн.;;Профессионал;;;13;;;27.6;47.3;48.4;48.8;;;;;;;;
26;П/АП (ПЛЦ);Xavi Simons;€9,088,000 в год;€47млн. - €57млн.;;Достаточно амбициозный;;;16;;;23.0;45.6;47.2;47.5;;;;;;;;
29;ОП, П (ЛЦ), АП (Ц);Conor Gallagher;€10,422,000 в год;€78млн. - €109млн.;;Достаточно настойчивый;;;14;;;28.3;48.8;50.1;50.4;;;;;;;;
29;П/АП (ПЦ), НП (Ц);Dejan Kulusevski;€8,002,000 в год;€66млн. - €96млн.;;Достаточно профессионален;;;16;;;22.2;43.8;45.2;46.3;;;;;;;;
30;П/АП (ПЛ), НП (Ц);Kerem Aktürkoğlu;€4,406,000 в год;€33млн.;;Амбициозный;;;13;;;22.9;42.3;43.5;44.6;;;;;;;;
33;П (Л), АП (ЛЦ), НП (Ц);André Silva;€5,340,000 в год;€12млн. - €17млн.;;Достаточно профессионален;;;15;;;26.6;46.5;47.8;48.2;;;;;;;;
34;З (П), ОП, П/АП (Ц);James Ward-Prowse;€6,783,000 в год;€900тыс. - €7млн.;;Тверд в решениях;;;15;;;24.4;44.8;46.1;46.5;;;;;;;;
30;ОП, П/АП (Ц);Matheus Nunes;€6,289,000 в год;€32млн.;;Энергичный;;;16;;;24.2;44.8;45.9;46.3;;;;;;;;
30;П (ЛЦ), АП (ПЛЦ);Alexis Mac Allister;€9,123,000 в год;€41млн.;;Достаточно профессионален;;;16;;;21.2;43.4;44.6;45.4;;;;;;;;
29;З (Ц), ОП;Matteo Gabbia;€5,630,000 в год;€48млн. - €69млн.;;Достаточно дисциплинированный;;;13;;;26.2;44.9;46.3;47.4;;;;;;;;
31;З/КЗ/П/АП (Л);David Raum;€5,799,000 в год;€32млн. - €38млн.;;Сдержанный;;;12;;;26.2;45.1;46.3;47.0;;;;;;;;
22;АП (П), НП (Ц);Jesús Contreras;€9,379,000 в год;€86млн. - €104млн.;;Достаточно настойчивый;;;16;;;22.5;43.5;44.8;45.6;;;;;;;;
31;ОП, П (Ц);Sander Berge;€3,513,000 в год;Не продается;;Достаточно амбициозный;;;15;;;25.0;45.0;46.1;46.5;;;;;;;;
30;З (ПЛ), КЗ/П/АП (П);Achraf Hakimi;€11,277,000 в год;€95млн. - €138млн.;;Тверд в решениях;;;14;;;24.2;45.2;46.4;47.1;;;;;;;;
29;З (ЛЦ), ОП;Sven Botman;€9,488,000 в год;€72млн. - €85млн.;;Сдержанный;;;13;;;26.1;45.4;46.7;47.4;;;;;;;;
30;П (ПЛ), АП (ПЛЦ), НП (Ц);Justin Kluivert;€7,223,000 в год;€53млн. - €63млн.;;Амбициозный;;;16;;;23.2;44.7;45.9;46.3;;;;;;;;
32;АП (ПЛЦ), НП (Ц);Youssef En-Nesyri;€7,087,000 в год;€54млн.;;Достаточно амбициозный;;;15;;;23.0;40.7;41.8;42.2;;;;;;;;
27;З (ПЦ);Jurriën Timber;€9,572,000 в год;€67млн. - €94млн.;;Достаточно настойчивый;;;16;;;27.6;47.8;49.2;50.7;;;;;;;;
35;П (Л), АП (ПЛЦ), НП (Ц);Memphis Depay;€4,535,000 в год;€1.4млн. - €9.8млн.;;Энергичный;;;15;;;21.4;42.5;43.8;44.9;;;;;;;;
34;З (ПЦ), ОП;Kurt Zouma;€12,044,000 в год;€6млн. - €7.4млн.;;Тверд в решениях;;;10;;;24.9;41.5;42.5;43.6;;;;;;;;
32;З (Ц);Marcos Senesi;€4,761,000 в год;€10млн.;;Достаточно профессионален;;;14;;;24.2;45.1;46.5;46.9;;;;;;;;
30;З (ПЛ), КЗ (П), ОП, П (Ц);Tyler Adams;€3,509,000 в год;€36млн. - €52млн.;;Достаточно профессионален;;;13;;;24.2;44.1;45.4;46.5;;;;;;;;
31;ОП, П (Ц);Rodrigo Bentancur;€4,323,000 в год;Не продается;;Профессионал;;;14;;;25.2;44.1;45.1;46.2;;;;;;;;
34;З (ПЦ), ОП;José Giménez;€3,485,000 в год;Не продается;;Тверд в решениях;;;13;;;26.3;44.7;46.0;46.8;;;;;;;;
35;ОП, П/АП (Ц);Mateo Kovačić;€9,092,000 в год;€13млн. - €15млн.;;Тверд в решениях;;;17;;;23.0;45.3;46.8;47.6;;;;;;;;
31;З (ПЦ), ОП, П (Ц);Ben White;€7,421,000 в год;€50млн.;;Достаточно профессионален;;;14;;;29.2;49.2;50.5;51.6;;;;;;;;
22;В;Dragomir Dinov;€4,802,000 в год;€64млн. - €92млн.;;Идеалист;;;7;;;70.8;88.5;91.2;94.2;;;;;;;;
28;З/КЗ (ПЛ), П/АП (П);Sergiño Dest;€22,903,000 в год;€48млн.;;Идеалист;;;15;;;24.6;44.5;45.8;46.2;;;;;;;;
30;ОП, П (ПЦ), АП (П);Federico Valverde;€24,504,000 в год;€93млн. - €134млн.;;Тверд в решениях;;;15;;;26.6;48.3;49.7;50.0;;;;;;;;
36;В;Alisson;€7,837,000 в год;€74млн. - €106млн.;;Профессионал;;;15;;;77.4;101.2;104.4;108.9;;;;;;;;
28;П (ПЦ), АП (П);Eric Junior Dina Ebimbe;€6,820,000 в год;€67млн.;;Сдержанный;;;15;;;25.3;46.1;47.3;48.4;;;;;;;;
31;ОП, П (Ц);Patrick Berg;€2,386,000 в год;€18млн. - €26млн.;;Сознательный;;;13;;;28.5;48.1;49.5;50.2;;;;;;;;
36;З (ЛЦ), КЗ/П (Л);Nicolás Tagliafico;€2,850,000 в год;€2.2млн.;;Идеалист;;;13;;;25.3;43.0;44.0;44.8;;;;;;;;
32;П (Л), АП (ПЛ), НП (Ц);Dominic Calvert-Lewin;€7,744,000 в год;€18.5млн. - €27млн.;;Достаточно дисциплинированный;;;14;;;27.0;45.6;46.7;47.8;;;;;;;;
31;З/КЗ/П (Л);Matías Viña;€2,484,000 в год;€14.5млн. - €21млн.;;Достаточно настойчивый;;;13;;;25.0;43.3;44.4;45.6;;;;;;;;
30;П/АП (Л), НП (Ц);Musa Barrow;€5,706,000 в год;€27млн. - €39млн.;;Достаточно профессионален;;;16;;;21.5;41.6;43.0;43.4;;;;;;;;
22;З/П/АП (Ц);Walter Martínez;€3,956,000 в год;€49млн. - €73млн.;;Реалист;;;16;;;24.4;45.2;46.8;47.9;;;;;;;;
32;З (Ц), ОП, П (Ц);Scott McTominay;€5,112,000 в год;€44млн.;;Профессионал;;;14;;;25.8;43.9;44.9;45.3;;;;;;;;
20;З (ПЛ);Hayati Kaldırım;€3,825,000 в год;€82млн. - €119млн.;;Наемник;;;17;;;28.5;49.2;50.4;51.1;;;;;;;;
30;П (П), АП (ПЛЦ);Calvin Stengs;€6,089,000 в год;€25млн. - €36млн.;;Достаточно лояльный;;;17;;;22.5;44.1;45.3;46.1;;;;;;;;
27;П/АП (ПЛЦ), НП (Ц);Jan Thielmann;€5,537,000 в год;€37млн. - €55млн.;;Тверд в решениях;;;12;;;22.4;42.0;43.3;44.4;;;;;;;;
31;З (ЛЦ), ОП;Felix Uduokhai;€2,922,000 в год;€33млн.;;Достаточно амбициозный;;;13;;;25.6;43.3;44.5;45.6;;;;;;;;
30;З/КЗ (Л);Gerardo Arteaga;€6,115,000 в год;€36млн. - €43млн.;;Достаточно настойчивый;;;14;;;25.5;46.7;48.2;49.0;;;;;;;;
32;П (ЛЦ), АП (ПЛЦ);James Maddison;€6,322,000 в год;€34млн.;;Достаточно профессионален;;;17;;;23.4;45.8;47.4;48.2;;;;;;;;
31;В;Justin Bijlow;€6,110,000 в год;€20млн. - €29млн.;;Тверд в решениях;;;11;;;72.1;91.1;93.6;96.6;;;;;;;;
30;ОП, П (ЛЦ), АП (ПЛЦ);Tijjani Reijnders;€4,910,000 в год;€22млн.;;Сдержанный;;;15;;;23.6;44.5;45.9;47.0;;;;;;;;
33;ОП, П (Ц);Lucas Torreira;€5,241,000 в год;€4млн.;;Достаточно профессионален;;;14;;;24.9;45.3;46.4;47.2;;;;;;;;
30;П/АП (ПЦ), НП (Ц);Pedro Gonçalves;€8,616,000 в год;€90млн. - €106млн.;;Энергичный;;;16;;;25.2;46.8;48.1;48.5;;;;;;;;
29;П (ПЛ), АП (ПЛЦ);Manor Solomon;€4,522,000 в год;€45млн. - €65млн.;;Достаточно настойчивый;;;15;;;23.0;43.9;45.4;45.7;;;;;;;;
29;З (ПЦ), ОП;Zinho Vanheusden;€3,482,000 в год;€16млн.;;Тверд в решениях;;;12;;;25.4;44.8;46.2;46.6;;;;;;;;
33;З (Ц), ОП;Presnel Kimpembe;€9,171,000 в год;€33млн.;;Легкомысленный;;;13;;;24.9;44.7;46.2;47.3;;;;;;;;
27;П (П), АП (ПЛ), НП (Ц);Jérémy Doku;€6,167,000 в год;€73млн. - €90млн.;;Идеалист;;;16;;;21.2;39.6;40.9;42.0;;;;;;;;
28;ОП, П (Ц);Angelo Stiller;€6,770,000 в год;€41млн.;;Тверд в решениях;;;15;;;26.2;48.2;49.5;49.9;;;;;;;;
30;П/АП (ПЛЦ);Rubén Vargas;€4,059,000 в год;€21млн. - €26млн.;;Сдержанный;;;14;;;22.6;40.6;41.7;42.5;;;;;;;;
31;П (ПЦ), АП (Ц);Lovro Majer;€5,425,000 в год;€44млн.;;Достаточно профессионален;;;18;;;24.5;47.3;48.7;49.8;;;;;;;;
34;З (ЛЦ), ОП;Nathan Aké;€3,958,000 в год;€1.1млн. - €5млн.;;Идеалист;;;14;;;27.6;47.3;48.7;49.1;;;;;;;;
32;ОП, П/АП (ЛЦ);Florian Neuhaus;€2,269,000 в год;€10млн. - €14.5млн.;;Энергичный;;;15;;;24.3;44.2;45.6;46.8;;;;;;;;
27;ОП, П (Ц);Moisés Caicedo;€12,464,000 в год;€70млн. - €104млн.;;Достаточно амбициозный;;;16;;;28.2;51.9;53.4;53.7;;;;;;;;
33;П (ПЦ), АП (ПЛЦ);Marco Asensio;€7,475,000 в год;€18.5млн. - €22млн.;;Достаточно настойчивый;;;18;;;22.2;44.3;45.6;46.3;;;;;;;;
36;В;Jan Oblak;€8,663,000 в год;€60млн. - €86млн.;;Легкомысленный;;;11;;;79.5;99.4;102.4;103.9;;;;;;;;
29;З/КЗ (П);Guille Rosas;€11,186,000 в год;€79млн. - €93млн.;;Идеалист;;;15;;;24.3;44.8;45.9;46.3;;;;;;;;
31;З (ПЦ);Nikola Milenković;€9,026,000 в год;Не продается;;Достаточно профессионален;;;11;;;27.4;46.4;47.8;49.0;;;;;;;;
28;З (ПЦ);William Saliba;€6,497,000 в год;€71млн. - €103млн.;;Тверд в решениях;;;13;;;25.6;47.0;48.4;48.8;;;;;;;;
31;П/АП (ПЛ);Galeno;€4,161,000 в год;€28млн. - €41млн.;;Достаточно профессионален;;;15;;;22.6;42.6;44.0;45.1;;;;;;;;
33;П/АП (ПЛЦ);Julian Brandt;€3,418,000 в год;€10.5млн.;;Достаточно дисциплинированный;;;16;;;22.2;43.9;45.2;46.3;;;;;;;;
30;З (Ц), ОП, П (Ц);Victor Nelsson;€3,398,000 в год;€18.5млн. - €27млн.;;Энергичный;;;13;;;25.0;45.9;47.4;48.6;;;;;;;;
29;З (ЛЦ), ОП;Evan N'Dicka;€9,315,000 в год;€91млн. - €131млн.;;Тверд в решениях;;;13;;;27.0;47.9;49.2;50.0;;;;;;;;
33;З (ЛЦ);Clément Lenglet;€2,695,000 в год;€5.2млн. - €7.8млн.;;Идеалист;;;14;;;26.2;45.6;47.0;47.3;;;;;;;;
30;З/КЗ/П/АП (П), НП (Ц);Silas Katompa Mvumpa;€3,248,000 в год;€22млн.;;Достаточно профессионален;;;13;;;23.3;41.6;42.8;43.6;;;;;;;;
33;П/АП (ПЛЦ), НП (Ц);Serge Gnabry;€1,745,000 в год;€375тыс. - €3.5млн.;;Амбициозный;;;14;;;20.2;38.9;40.2;41.3;;;;;;;;
28;П (П), АП (ПЛ), НП (Ц);Myron Boadu;€8,512,000 в год;€39млн. - €48млн.;;Сдержанный;;;15;;;21.9;42.2;43.7;44.8;;;;;;;;
31;З (ПЛ), КЗ/П (П);Nahuel Molina;€5,247,000 в год;Не продается;;Энергичный;;;13;;;25.2;42.9;44.0;44.3;;;;;;;;
31;АП (Ц), НП (Ц);Luka Jović;€4,619,000 в год;€30млн. - €36млн.;;Общительный;;;14;;;20.3;40.6;42.2;42.9;;;;;;;;
29;З (ПЦ), ОП;Jan Paul van Hecke;€1,939,000 в год;€36млн. - €45млн.;;Энергичный;;;10;;;27.3;43.9;45.2;45.6;;;;;;;;
29;П/АП (ПЛЦ);Tetê;€8,088,000 в год;€53млн. - €65млн.;;Амбициозный;;;17;;;27.7;50.2;51.8;53.3;;;;;;;;
30;В;Alban Lafont;€11,381,000 в год;€191млн. - €229млн.;;Достаточно дисциплинированный;;;11;;;78.4;98.7;101.5;104.1;;;;;;;;
33;АП (Ц), НП (Ц);Patrik Schick;€5,586,000 в год;€35млн. - €41млн.;;Амбициозный;;;16;;;25.1;46.8;48.3;48.7;;;;;;;;
