Возраст;Позиции;Имя;Зарплата;Сумма трансфера;Ликвидность;Характер;Физ;Псих;Тех;ОВР;Вратарь;Вратарь (Зщ);Вратарь-чистильщик (Зщ);Вратарь-чистильщик (По);Вратарь-чистильщик (Ат);ЦЗ;КЗ;ОП;ЦП;КП;АП;АКП;ЦН
18;З (Ц);Noah Larsen;Н/Д;€0;;Сдержанный;;;6;;;12.6;22.6;23.3;23.6;;;;;;;;
17;З (Ц), ОП, П (Ц);Russell Rayner;Н/Д;€0;;Достаточно профессионален;;;4;;;15.2;24.3;25.1;25.5;;;;;;;;
18;В;Egidio Cassaghi;Н/Д;€0;;Сдержанный;;;6;;;33.4;38.6;40.1;42.4;;;;;;;;
17;П/АП (Л);Adam Cant;€3,600 в год;€0;;Нерешительный;;;10;;;14.0;24.7;25.2;25.9;;;;;;;;
20;З (ПЛЦ);Douglas Kyle;€8,000 в год;€0;;Неамбициозный;;;6;;;16.2;25.2;25.8;26.2;;;;;;;;
17;НП (Ц);Chris Gough;Н/Д;€0;;Достаточно настойчивый;;;9;;;10.1;16.0;16.6;17.7;;;;;;;;
18;З (ПЛ), КЗ (П);James Daly;Н/Д;€0;;Сдержанный;;;6;;;17.5;26.0;26.8;27.5;;;;;;;;
18;П/АП (П);Nathan Hegarty;Н/Д;€0;;Неамбициозный;;;6;;;13.8;24.6;25.0;25.8;;;;;;;;
19;КЗ (П), П/АП (Ц), НП (Ц);Jon Hegarty;Н/Д;€0;;Сдержанный;;;4;;;16.9;25.2;25.6;26.4;;;;;;;;
18;З (Ц);Alan French;Н/Д;€0;;Неамбициозный;;;4;;;15.2;23.0;23.5;23.8;;;;;;;;
20;АП (ЛЦ), НП (Ц);Kieran Baker;€22,500 в год;€0;;Неамбициозный;;;11;;;12.0;20.2;20.8;21.2;;;;;;;;
18;З (Л);Paride Colucci;Н/Д;€0;;Неамбициозный;;;5;;;16.6;24.5;25.0;25.8;;;;;;;;
18;ОП, П (Ц);Darragh O'Neill;Н/Д;€0;;Сдержанный;;;9;;;16.4;26.3;27.0;28.6;;;;;;;;
20;П/АП (П), НП (Ц);James Coxall;€23,000 в год;€0;;Легкомысленный;;;7;;;12.5;26.0;26.8;27.5;;;;;;;;
20;З/КЗ (Л);Dara Lyons;€15,000 в год;€0;;Достаточно лояльный;;;5;;;15.4;25.0;25.6;26.0;;;;;;;;
19;З/П (Ц);Brahima Doumouya;€11,250 в год;€0;;Сдержанный;;;9;;;15.0;23.9;24.6;25.0;;;;;;;;
20;З (Л), П (П), АП (ПЦ);Samuel Adjei;Н/Д;€0;;Сдержанный;;;6;;;13.9;27.0;27.8;28.2;;;;;;;;
20;П (П), АП (ПЛ), НП (Ц);Yahaya Mohammed;€19,000 в год;€0;;Достаточно лояльный;;;4;;;14.3;25.8;27.1;28.2;;;;;;;;
19;П (Ц);Michael Sant;€11,750 в год;€0;;Темпераментный;;;11;;;16.2;30.9;31.5;31.9;;;;;;;;
18;ОП, П (Ц);Alfie Burns;€300 в год;€0;;Непостоянный;;;7;;;20.0;29.1;30.0;31.2;;;;;;;;
19;В;Nyle Marvin;€300 в год;€0;;Достаточно лояльный;;;3;;;34.6;41.7;43.2;43.6;;;;;;;;
20;П (Ц), АП (ПЛЦ);Barry McLean;€12,250 в год;€0;;Достаточно настойчивый;;;10;;;14.3;24.0;24.7;25.5;;;;;;;;
20;З (ПЦ), ОП;Kevin Gorman;€15,250 в год;€0;;Достаточно профессионален;;;2;;;17.2;23.6;24.0;24.8;;;;;;;;
20;В;Steve Ross;Н/Д;€0;;Темпераментный;;;6;;;33.7;40.8;41.9;42.6;;;;;;;;
19;З (Л), П (Ц);Jason Ackerley;€4,400 в год;€0;;Достаточно профессионален;;;5;;;19.4;29.6;30.6;31.3;;;;;;;;
18;НП (Ц);Willie Kirk;Н/Д;€0;;Неамбициозный;;;8;;;17.6;28.4;29.0;29.8;;;;;;;;
20;З/П (П);Ieuan Torrence;Н/Д;€0;;Сдержанный;;;8;;;17.2;26.6;27.2;27.9;;;;;;;;
19;З (ПЛЦ);Ed Mills;Н/Д;€0;;Непостоянный;;;5;;;17.8;26.5;27.1;27.8;;;;;;;;
18;В;Chris Reynolds;€300 в год;€0;;Достаточно настойчивый;;;1;;;34.3;38.8;39.9;40.7;;;;;;;;
20;ОП, П/АП (Ц);Kinsly Keightley;€14,500 в год;€0;;Сдержанный;;;6;;;19.6;27.0;27.6;28.0;;;;;;;;
20;З (ПЦ);Dan Rhodes;Н/Д;€0;;Сдержанный;;;6;;;17.0;25.0;25.6;26.7;;;;;;;;
20;АП (Ц), НП (Ц);Alex Smyth;Н/Д;€0;;Сдержанный;;;11;;;17.6;30.8;32.0;32.3;;;;;;;;
20;З (ЛЦ);Philip Barlow;Н/Д;€0;;Сдержанный;;;4;;;15.9;24.6;25.1;25.5;;;;;;;;
19;КЗ (П), П (ЛЦ), АП (Ц);Martin Whiting;Н/Д;€0;;Сдержанный;;;7;;;18.5;27.8;28.5;29.2;;;;;;;;
18;П/АП (Ц);Nick Selimi;Н/Д;€0;;Сдержанный;;;12;;;13.8;24.2;24.8;25.6;;;;;;;;
20;П (Ц), АП (ПЦ);Noah Wyatt;€3,300 в год;€0;;Неамбициозный;;;11;;;17.4;25.8;26.2;26.9;;;;;;;;
18;З (Ц);Thomas Owen;Н/Д;€0;;Неамбициозный;;;8;;;17.3;25.6;26.6;27.7;;;;;;;;
17;П (Ц);Adam Worton;€1,200 в год;€0;;Нерешительный;;;10;;;13.0;27.4;28.2;29.3;;;;;;;;
19;АП (П), НП (Ц);Victor Nwaiwu;€9,750 в год;€0;;Амбициозный;;;12;;;18.3;31.6;32.6;33.8;;;;;;;;
16;З (Л);Stuart Laird;€1,200 в год;€0;;Достаточно амбициозный;;;7;;;19.5;29.9;30.8;31.2;;;;;;;;
19;НП (Ц);Ryan Green;Н/Д;€0;;Сдержанный;;;11;;;13.7;23.0;23.6;24.3;;;;;;;;
17;З (Ц), ОП, П (Л);Marius Bollmann;€6,000 в год;€0;;Профессионал;;;6;;;19.1;32.9;34.0;34.4;;;;;;;;
17;АП (ПЦ), НП (Ц);Osian McHarrie;€300 в год;€0;;Сдержанный;;;11;;;14.8;27.5;28.2;29.6;;;;;;;;
20;П (Ц), АП (ПЛЦ), НП (Ц);Mike O'Brien;€10,500 в год;€0;;Низкая самооценка;;;9;;;15.8;26.7;27.6;28.0;;;;;;;;
16;АП (Ц), НП (Ц);Ashish Lalthazuala;€300 в год;€0;;Непостоянный;;;10;;;16.3;26.6;27.3;28.4;;;;;;;;
17;З (ПЦ);Iljaz Sinani;€300 в год;€0;;Профессионал;;;14;;;16.5;27.2;27.9;29.0;;;;;;;;
17;П (Ц);Keith Price;€300 в год;€0;;Неамбициозный;;;11;;;18.4;29.6;30.4;31.2;;;;;;;;
18;З (Ц);Kevin Parchment;€300 в год;€0;;Нерешительный;;;5;;;16.7;26.1;27.0;28.1;;;;;;;;
19;З (ПЦ);Tom Hancock;Н/Д;€0;;Нерешительный;;;8;;;15.6;24.7;25.6;25.9;;;;;;;;
20;П (Ц), АП (ПЦ);Nelson Kerr;Н/Д;€0;;Достаточно профессионален;;;11;;;13.8;23.4;24.0;24.8;;;;;;;;
17;В;Jeff O'Donnell;€300 в год;€0;;Неамбициозный;;;6;;;36.9;41.4;42.9;43.3;;;;;;;;
20;П (П), АП (ПЦ);Tommie Salmon;€4,600 в год;€0;;Неамбициозный;;;9;;;14.0;23.8;24.5;24.9;;;;;;;;
17;П (ЛЦ), АП (Л);Kieran Powell;€300 в год;€0;;Наемник;;;7;;;14.7;24.8;26.0;26.7;;;;;;;;
19;З/КЗ (П);Lloyd Lawrence;Н/Д;€0;;Достаточно дисциплинированный;;;6;;;17.2;25.2;25.6;26.4;;;;;;;;
17;З (Ц);Andrew Dudley;€300 в год;€0;;Напористый;;;4;;;16.2;25.0;26.0;26.7;;;;;;;;
17;В;Tom Butler;€8,750 в год;€0;;Нерешительный;;;1;;;32.1;36.3;37.8;38.6;;;;;;;;
20;АП (ПЦ), НП (Ц);Jimmy Behan;€6,000 в год;€0;;Напористый;;;10;;;13.2;23.8;24.7;25.4;;;;;;;;
17;З (Ц);James Sim;€300 в год;€0;;Нерешительный;;;6;;;17.0;28.4;29.4;30.1;;;;;;;;
17;В;Liam Cartwright;€300 в год;€0;;Напористый;;;3;;;35.4;43.4;44.9;50.2;;;;;;;;
20;З (ПЛЦ), ОП;Callum Meade;€6,250 в год;€0;;Сдержанный;;;10;;;19.2;25.0;25.5;26.2;;;;;;;;
19;ОП, П (Ц);Stuart Scopes;€7,000 в год;€0;;Достаточно настойчивый;;;5;;;16.6;25.5;25.9;27.1;;;;;;;;
17;П (Ц), АП (ПЛЦ);Salih Pezic;€300 в год;€0;;Идеалист;;;11;;;11.1;19.7;20.4;21.5;;;;;;;;
19;В;Zerguinho Mando;Н/Д;€0;;Нерешительный;;;1;;;43.5;52.6;53.8;56.1;;;;;;;;
17;П (Ц), НП (Ц);George Addico;Н/Д;€0;;Достаточно лояльный;;;11;;;18.4;31.5;32.5;33.6;;;;;;;;
19;З (ЛЦ);Tommy Watters;€10,250 в год;€0;;Достаточно дисциплинированный;;;4;;;16.0;23.9;24.8;25.5;;;;;;;;
17;З (П);Ricky Birch;€300 в год;€0;;Нерешительный;;;11;;;13.3;21.0;21.7;22.4;;;;;;;;
19;ОП, П (ЛЦ);Frankie McKay;€2,200 в год;€0;;Сдержанный;;;9;;;13.9;23.3;23.9;24.6;;;;;;;;
20;АП (П), НП (Ц);Tom Bryan;€12,250 в год;€0;;Неамбициозный;;;10;;;16.4;26.9;28.0;28.4;;;;;;;;
17;В;Adam Hinds;€8,750 в год;€0;;Неамбициозный;;;1;;;32.6;36.0;36.9;37.3;;;;;;;;
17;З (П);Gruffudd Hewitt;Н/Д;€0;;Неамбициозный;;;11;;;14.7;22.1;22.8;23.1;;;;;;;;
20;П (Ц), АП (Л), НП (Ц);Scott Parry;Н/Д;€0;;Неамбициозный;;;6;;;14.8;27.9;28.8;29.6;;;;;;;;
20;П/АП (ПЦ);Graham Reilly;€10,500 в год;€0;;Неамбициозный;;;10;;;18.4;32.8;34.0;34.3;;;;;;;;
17;П/АП (ЛЦ), НП (Ц);Leon Carstensen;Н/Д;€0;;Неамбициозный;;;12;;;18.2;29.0;30.0;30.4;;;;;;;;
19;АП (Ц), НП (Ц);Brendan Ashworth;€15,250 в год;€0;;Сдержанный;;;6;;;15.6;26.0;26.6;27.8;;;;;;;;
20;П (Ц);Will Denby;€6,750 в год;€0;;Неамбициозный;;;12;;;15.3;27.8;28.9;29.3;;;;;;;;
17;З (Л);Chris Hill;Н/Д;€0;;Амбициозный;;;6;;;17.5;27.2;27.8;28.9;;;;;;;;
17;П (Л), АП (ЛЦ);David Okon;Н/Д;€0;;Ненадежный;;;11;;;17.0;28.4;29.2;30.4;;;;;;;;
20;П/АП (ПЛ), НП (Ц);Rory Dennis;€24,500 в год;€0;;Неамбициозный;;;7;;;14.1;23.8;24.2;25.3;;;;;;;;
16;З/П (Ц), НП (Ц);Andrew Kimber;€300 в год;€0;;Неамбициозный;;;4;;;17.8;26.3;27.0;28.1;;;;;;;;
17;П/АП (Ц);Dion Wharton;€300 в год;€0;;Сдержанный;;;12;;;10.4;18.8;19.2;20.3;;;;;;;;
20;П (Ц), АП (П), НП (Ц);Sean Doherty;Н/Д;€0;;Ненадежный;;;4;;;14.0;21.2;22.0;22.4;;;;;;;;
20;АП (ПЛ), НП (Ц);Leighton Cox;€6,750 в год;€0;;Достаточно профессионален;;;4;;;13.6;22.0;22.8;23.2;;;;;;;;
20;В;Billy Smith;€3,400 в год;€0;;Спортивный;;;3;;;35.7;42.3;43.6;44.0;;;;;;;;
20;П (Л), АП (ЛЦ);Jimmy Brannan;Н/Д;€0;;Сдержанный;;;5;;;11.1;18.7;19.3;20.4;;;;;;;;
21;В;Jack Melham;€9,000 в год;€0;;Неамбициозный;;;4;;;41.2;44.2;45.4;46.2;;;;;;;;
20;З (ЛЦ), КЗ (Л);Thom Pointon;€9,750 в год;€0;;Легкомысленный;;;6;;;17.0;26.5;27.2;28.3;;;;;;;;
17;З (ПЦ);Andy Jordan;Н/Д;€0;;Достаточно настойчивый;;;6;;;14.4;22.2;23.0;24.5;;;;;;;;
17;ОП, П (ЛЦ), АП (Л);Brett Dickson;Н/Д;€0;;Сдержанный;;;7;;;15.8;28.2;29.2;29.6;;;;;;;;
20;П/АП (ПЦ);Devon Armeni;Н/Д;€0;;Сдержанный;;;8;;;13.4;20.5;20.8;21.2;;;;;;;;
19;В;Josh Evans;Н/Д;€0;;Неамбициозный;;;4;;;37.4;45.8;47.0;48.9;;;;;;;;
20;АП (Ц), НП (Ц);Tanaka Murape;Н/Д;€0;;Нерешительный;;;3;;;14.8;24.0;24.8;25.9;;;;;;;;
19;З (ЛЦ);Mark Woodman;€10,000 в год;€0;;Сдержанный;;;6;;;18.6;29.2;30.1;30.9;;;;;;;;
20;В;Greg Cann;€11,750 в год;€0;;Сдержанный;;;5;;;41.7;49.8;51.7;57.0;;;;;;;;
20;З (ПЦ), ОП, П (Ц);Andy Smith;€16,250 в год;€0;;Напористый;;;7;;;17.7;27.3;27.9;29.0;;;;;;;;
20;П (Ц), АП (П), НП (Ц);Karl Cronin;€19,000 в год;€0;;Достаточно настойчивый;;;5;;;14.9;25.0;25.8;26.5;;;;;;;;
17;З (Л);Elijah St Marie;€3,700 в год;€0;;Сдержанный;;;9;;;16.7;28.0;28.5;29.6;;;;;;;;
20;АП (П), НП (Ц);Louie Farrell;€18,500 в год;€0;;Достаточно профессионален;;;7;;;13.9;23.1;23.9;24.7;;;;;;;;
20;З (ПЛЦ);Maison Morton;Н/Д;€0;;Сдержанный;;;5;;;18.4;27.4;28.1;28.8;;;;;;;;
20;З (ЛЦ);John Phillips;€10,250 в год;€0;;Достаточно настойчивый;;;7;;;18.1;25.5;26.3;27.0;;;;;;;;
16;З (ПЦ);Alex Haynes;€300 в год;€0;;Сдержанный;;;4;;;18.6;26.8;27.6;28.7;;;;;;;;
20;П (ПЦ), АП (Ц);Christian Marlow;Н/Д;€0;;Неамбициозный;;;7;;;19.0;32.5;33.4;33.8;;;;;;;;
17;В;Moeketsi Mthembu;€300 в год;€0;;Достаточно настойчивый;;;1;;;31.6;37.0;38.7;41.3;;;;;;;;
16;З (ПЦ), КЗ (П);Noel Fábián;€300 в год;€0;;Достаточно дисциплинированный;;;6;;;18.8;29.3;30.2;30.6;;;;;;;;
20;З (ПЦ), ОП;Paul Moore;€11,500 в год;€0;;Сдержанный;;;9;;;18.3;31.4;32.2;33.0;;;;;;;;
20;В;Thomas Chandler;€3,100 в год;€0;;Энергичный;;;2;;;30.1;39.2;41.2;41.6;;;;;;;;
17;НП (Ц);Charlie McGowan;Н/Д;€0;;Ненадежный;;;13;;;16.6;26.3;26.9;28.4;;;;;;;;
20;НП (Ц);Chris Lewis;€13,500 в год;€0;;Сдержанный;;;11;;;15.7;26.8;27.4;27.8;;;;;;;;
20;З (ПЦ);Tony Connolly;€7,500 в год;€0;;Сдержанный;;;7;;;14.6;25.8;26.8;27.5;;;;;;;;
19;З (ПЛЦ);Brendan Tabreham;€5,250 в год;€0;;Достаточно дисциплинированный;;;9;;;16.0;26.2;27.2;28.3;;;;;;;;
20;П/АП (ПЦ);Nick Pike-Ord;€6,750 в год;€0;;Достаточно профессионален;;;6;;;15.1;25.7;26.7;27.8;;;;;;;;
17;АП (Ц), НП (Ц);Aaron Gregory;€300 в год;€0;;Неамбициозный;;;13;;;12.3;21.6;22.3;23.5;;;;;;;;
20;В;Paul Breslin;Н/Д;€0;;Сдержанный;;;3;;;40.7;46.1;47.4;48.2;;;;;;;;
20;З (Л);Tom Bailie;€1,400 в год;€0;;Сдержанный;;;9;;;17.3;24.8;25.3;26.1;;;;;;;;
20;П/АП (Ц);Jay Larkin;€3,900 в год;€0;;Нерешительный;;;15;;;17.6;29.1;29.8;31.0;;;;;;;;
20;З (ПЦ);Chinedu Orji;€7,000 в год;€0;;Неамбициозный;;;5;;;17.0;24.8;25.3;26.1;;;;;;;;
20;З (ПЦ);Ryan Walker;€12,000 в год;€0;;Неамбициозный;;;8;;;17.6;26.0;26.4;27.6;;;;;;;;
19;З (ПЦ);Kai Cheedy;Н/Д;€0;;Сдержанный;;;7;;;19.2;28.8;29.4;31.0;;;;;;;;
17;В;Tommy Harper;€300 в год;€0;;Неамбициозный;;;4;;;34.8;40.9;42.4;43.2;;;;;;;;
19;П/АП (Ц), НП (Ц);Thomas Roberts;Н/Д;€0;;Ненадежный;;;9;;;16.1;29.5;30.6;32.0;;;;;;;;
19;З (ПЦ);Lee Watkins;€4,100 в год;€0;;Сдержанный;;;6;;;15.6;23.6;24.2;25.0;;;;;;;;
17;З (ЛЦ), АП (Л);Jakub Kajpust;€300 в год;€0;;Сдержанный;;;9;;;17.9;25.7;26.4;26.7;;;;;;;;
17;З (Ц);Dylan Barrett;€300 в год;€0;;Сдержанный;;;10;;;14.8;24.0;25.0;25.8;;;;;;;;
20;З (Ц);Peter Jancevski;€13,250 в год;€0;;Достаточно лояльный;;;6;;;20.2;28.4;29.0;30.2;;;;;;;;
16;З (Ц);Andrew Sion;€300 в год;€0;;Неамбициозный;;;4;;;18.9;26.8;27.6;28.0;;;;;;;;
16;В;James Parkinson;€300 в год;€0;;Сдержанный;;;4;;;32.2;36.6;37.6;38.4;;;;;;;;
20;З (Ц), ОП, П/АП (Ц);Chris Ward;Н/Д;€0;;Неамбициозный;;;8;;;18.5;25.0;25.6;26.0;;;;;;;;
20;В;Craig King;€1,900 в год;€0;;Неамбициозный;;;2;;;29.4;35.8;37.2;37.5;;;;;;;;
19;В;Joel Greenwood;€5,250 в год;€0;;Неамбициозный;;;1;;;35.6;38.5;39.4;39.7;;;;;;;;
20;З (ПЛ);Paul Kilvert;Н/Д;€0;;Неамбициозный;;;5;;;17.2;25.0;25.4;25.7;;;;;;;;
20;З (ЛЦ);Osian King;Н/Д;€0;;Неамбициозный;;;4;;;15.7;24.4;25.0;26.2;;;;;;;;
20;П/АП (ПЦ), НП (Ц);Casey Simmons;€11,250 в год;€0;;Нерешительный;;;8;;;13.2;22.0;22.6;23.8;;;;;;;;
20;П/АП (Ц), НП (Ц);Alex Etherington;€7,750 в год;€0;;Неамбициозный;;;12;;;13.0;22.5;23.0;23.8;;;;;;;;
20;З (Ц), ОП, П (Ц);Jamie Manson;€16,000 в год;€0;;Неамбициозный;;;10;;;19.3;29.8;30.5;31.6;;;;;;;;
17;З (П);Dave Barton;€300 в год;€0;;Неамбициозный;;;6;;;17.4;25.8;26.4;27.2;;;;;;;;
20;П (Л), АП (Ц), НП (Ц);Kwaku Boahene;€9,500 в год;€0;;Темпераментный;;;14;;;16.4;27.3;28.0;28.4;;;;;;;;
20;П/АП (ПЛ);Scott Ruel;€19,500 в год;€0;;Достаточно амбициозный;;;8;;;12.4;22.8;23.5;23.9;;;;;;;;
20;З/КЗ (П), ОП, П (Ц);Matt Georgiou;€19,000 в год;€0;;Неамбициозный;;;12;;;17.1;31.0;31.8;32.2;;;;;;;;
20;ОП, П (ПЦ), АП (Ц);Daniel Bell;€12,500 в год;€0;;Неамбициозный;;;8;;;15.2;28.6;29.6;31.1;;;;;;;;
20;З (ПЛЦ);Paul Maddison;€4,700 в год;€0;;Сдержанный;;;4;;;18.3;24.1;24.5;25.3;;;;;;;;
17;З (ЛЦ), П (Ц);Ashley Ramsbottom;€300 в год;€0;;Нерешительный;;;6;;;15.7;23.8;24.6;25.0;;;;;;;;
20;З/П (Ц);Jonjo Gilchrist;€7,250 в год;€0;;Непостоянный;;;6;;;17.8;26.9;27.5;27.9;;;;;;;;
19;З (ПЦ), П (Ц);Jamal Messaoudi;Н/Д;€0;;Сдержанный;;;4;;;17.7;24.1;24.5;24.9;;;;;;;;
19;НП (Ц);Kevin Pond;€8,250 в год;€0;;Нерешительный;;;2;;;12.9;21.9;22.8;23.5;;;;;;;;
17;З (Ц);Jakob Youngs;Н/Д;€0;;Достаточно профессионален;;;5;;;15.0;23.6;24.5;24.9;;;;;;;;
20;З/П (Ц);Mark Carlisle;€1,300 в год;€0;;Сдержанный;;;3;;;14.7;23.1;23.7;24.1;;;;;;;;
19;АП (Л), НП (Ц);Joe Jones;€27,000 в год;€0;;Достаточно настойчивый;;;8;;;14.2;23.7;24.3;25.1;;;;;;;;
17;П/АП (Ц);Roan Hesketh;€8,750 в год;€0;;Достаточно лояльный;;;10;;;15.1;24.8;25.3;26.0;;;;;;;;
19;П/АП (П), НП (Ц);José Santos;€11,250 в год;€0;;Нерешительный;;;8;;;12.6;24.9;25.5;26.2;;;;;;;;
19;П/АП (Ц);Ash Dorrian;Н/Д;€0;;Ненадежный;;;9;;;14.0;25.3;25.9;27.0;;;;;;;;
20;З (Ц), ОП, П (Ц);Sam White;Н/Д;€0;;Тверд в решениях;;;8;;;19.4;31.0;31.6;32.4;;;;;;;;
19;З (ПЦ), П (Ц);Daniel Jones;€2,300 в год;€0;;Неамбициозный;;;6;;;17.2;25.7;26.2;26.9;;;;;;;;
19;З (ПЛЦ);Joseph Jones;Н/Д;€0;;Неамбициозный;;;6;;;18.0;26.9;27.4;28.5;;;;;;;;
19;З (Л);Declan Harvey;Н/Д;€0;;Тверд в решениях;;;5;;;15.5;21.5;22.2;22.6;;;;;;;;
20;В;Ian Wilson;€1,500 в год;€0;;Неамбициозный;;;2;;;37.0;44.8;46.6;47.0;;;;;;;;
19;П (Ц), АП (ПЦ), НП (Ц);Simon Clamp;Н/Д;€0;;Достаточно профессионален;;;6;;;14.2;21.4;21.8;22.2;;;;;;;;
19;З (П), КЗ (Л);Carl McNally;€12,750 в год;€0;;Нерешительный;;;5;;;15.5;25.6;26.3;27.4;;;;;;;;
16;ОП, П (Ц);Paul Collins;€8,750 в год;€0;;Неамбициозный;;;8;;;16.3;29.0;29.8;30.2;;;;;;;;
20;З (ЛЦ);Jonjo Thomason;€7,250 в год;€0;;Достаточно настойчивый;;;6;;;18.0;27.2;27.8;28.9;;;;;;;;
20;В;Brian Juma;Н/Д;€0;;Сдержанный;;;3;;;41.1;53.8;56.0;57.9;;;;;;;;
20;ОП, П (Ц);Brad Ford;€9,250 в год;€0;;Ненадежный;;;11;;;17.0;25.4;25.9;26.6;;;;;;;;
17;В;Paul Brett;€8,750 в год;€0;;Неамбициозный;;;1;;;33.6;41.1;42.6;43.4;;;;;;;;
20;ОП, П (ПЦ), АП (Ц);Kameron Atkinson;€18,750 в год;€0;;Тверд в решениях;;;13;;;14.0;26.2;27.1;27.5;;;;;;;;
19;П (ЛЦ), АП (Л);Josef Milligan;Н/Д;€0;;Сдержанный;;;10;;;14.2;23.7;24.4;25.5;;;;;;;;
19;З (ЛЦ);Ben O'Brien;€6,750 в год;€0;;Сдержанный;;;7;;;20.2;27.4;28.2;28.9;;;;;;;;
17;П/АП (П);Keelan Freeman;€8,750 в год;€0;;Легко разочаровывающийся;;;7;;;14.7;23.4;24.0;24.4;;;;;;;;
19;НП (Ц);Dan Rider;€4,000 в год;€0;;Неамбициозный;;;8;;;15.3;22.4;22.8;24.0;;;;;;;;
20;П (ПЛЦ), АП (Л);Francis Lillis;Н/Д;€0;;Достаточно профессионален;;;10;;;15.6;26.5;27.3;28.0;;;;;;;;
17;В;Michael Oyenuga;€300 в год;€0;;Сдержанный;;;2;;;38.9;45.4;46.4;51.7;;;;;;;;
16;АП (П), НП (Ц);Samson Currie;€300 в год;€0;;Сдержанный;;;9;;;15.4;22.9;23.6;24.3;;;;;;;;
19;КЗ (Л), П (ПЦ);Tom Davies;Н/Д;€0;;Амбициозный;;;10;;;15.7;28.2;29.0;29.3;;;;;;;;
20;АП (ПЛ), НП (Ц);Jacob Cooper;€11,250 в год;€0;;Неамбициозный;;;11;;;13.9;23.2;24.0;25.1;;;;;;;;
20;З (Ц);Daren Cockerill;€6,750 в год;€0;;Достаточно настойчивый;;;3;;;17.9;26.8;27.5;28.6;;;;;;;;
20;КЗ (П), ОП, П (ЛЦ);Chris Coxall;€6,750 в год;€0;;Неамбициозный;;;4;;;16.4;24.1;24.7;25.1;;;;;;;;
19;П/АП (П);Isaac Fuente;€4,600 в год;€0;;Ненадежный;;;6;;;9.1;16.4;16.8;17.6;;;;;;;;
20;П (П), АП (ПЛ), НП (Ц);John Robinson;€6,250 в год;€0;;Ненадежный;;;6;;;12.1;20.2;20.8;21.9;;;;;;;;
20;АП (П), НП (Ц);Ollie Singh;€11,250 в год;€0;;Достаточно настойчивый;;;8;;;12.4;19.8;20.8;21.5;;;;;;;;
19;П/АП (Л), НП (Ц);Connor Pinnock;Н/Д;€0;;Неамбициозный;;;8;;;12.5;21.3;21.9;23.4;;;;;;;;
19;П/АП (Л), НП (Ц);Peter Sweeney;Н/Д;€0;;Неамбициозный;;;10;;;12.5;24.3;25.2;25.9;;;;;;;;
20;В;Kevin Freeman;Н/Д;€0;;Неамбициозный;;;1;;;33.8;40.4;42.6;43.3;;;;;;;;
19;З (ПЦ);Shane Carr;Н/Д;€0;;Сдержанный;;;5;;;14.9;22.8;23.5;23.9;;;;;;;;
20;П (Ц), НП (Ц);Bradley Donnelly;€1,800 в год;€0;;Неамбициозный;;;10;;;14.7;26.6;27.5;28.6;;;;;;;;
20;З (ЛЦ);Spencer Bugg;Н/Д;€0;;Реалист;;;5;;;16.7;25.0;25.8;26.9;;;;;;;;
20;В;Nathaniel Joyce;€5,750 в год;€0;;Сдержанный;;;6;;;38.7;49.2;51.0;51.3;;;;;;;;
20;З (ЛЦ), П (Л);Kirk McGuire;Н/Д;€0;;Достаточно профессионален;;;4;;;17.4;26.5;27.3;28.4;;;;;;;;
20;ОП, П (Ц);Leon Knowles;Н/Д;€0;;Неамбициозный;;;7;;;19.8;28.6;29.4;30.5;;;;;;;;
20;З (ПЛЦ);Kieran Edgley;Н/Д;€0;;Сдержанный;;;5;;;17.1;25.0;25.6;26.4;;;;;;;;
20;З (Ц), ОП, П (Ц);Pete Summers-Jones;Н/Д;€0;;Сдержанный;;;7;;;17.5;29.8;30.8;31.9;;;;;;;;
20;П (П), АП (ПЦ), НП (Ц);Joe Bickerton-Cole;Н/Д;€0;;Нерешительный;;;9;;;14.4;24.5;25.2;26.3;;;;;;;;
20;В;Lewis Mulholland;Н/Д;€0;;Сдержанный;;;1;;;36.9;43.2;44.4;45.2;;;;;;;;
20;З (ПЦ);Ollie Heffernan;€10,250 в год;€0;;Неамбициозный;;;8;;;19.9;30.6;31.4;32.1;;;;;;;;
20;З (Ц);Mack O'Reilly;€13,750 в год;€0;;Неамбициозный;;;8;;;18.1;30.2;31.1;32.6;;;;;;;;
20;П (Ц), АП (П), НП (Ц);Nicholas Hopkins;Н/Д;€0;;Темпераментный;;;6;;;13.4;22.2;23.2;23.5;;;;;;;;
20;В;Andy Cook;Н/Д;€0;;Неамбициозный;;;7;;;36.1;39.9;40.8;41.5;;;;;;;;
20;КЗ (Л), П (ЛЦ), АП (Л);James O'Donovan;Н/Д;€0;;Достаточно дисциплинированный;;;4;;;16.8;23.2;23.8;24.9;;;;;;;;
17;З/КЗ (П);Bradley Wilcox;Н/Д;€0;;Ненадежный;;;8;;;17.1;26.3;26.9;27.6;;;;;;;;
20;З (ЛЦ);Joe Clarkson-Beard;Н/Д;€0;;Неамбициозный;;;7;;;18.6;26.4;26.9;28.0;;;;;;;;
20;КЗ (П), П/АП (Ц), НП (Ц);Brandon Cirotto;€12,000 в год;€0;;Неамбициозный;;;8;;;17.4;26.6;27.3;28.0;;;;;;;;
20;ОП, П (Ц);Riccardo Foglia;€7,750 в год;€0;;Сдержанный;;;12;;;19.0;32.0;32.8;33.5;;;;;;;;
